Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,75.0,100.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,105.6,88.9
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,110.3,124.1
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,104.9,106.7
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,N/A,N/A
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,N/A,N/A
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,107.0,113.3
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,101.5,114.3
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,86.5,116.2
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,N/A,N/A
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,105.3,110.8
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,106.8,98.3
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,109.9,111.4
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,101.2,115.9
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,77.8,97.1
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,83.9,103.2
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,N/A,N/A
006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f,N/A,N/A
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,N/A,N/A
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,N/A,N/A
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,113.0,90.9
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,120.4,118.4
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,N/A,N/A
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,N/A,N/A
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,125.8,102.9
006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905,N/A,N/A
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,125.0,80.0
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,127.8,100.0
006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d,N/A,N/A
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,121.1,113.2
03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55,146.2,113.8
03ac65b9a32fde1e201bfb427f6e41e4,94e99d76e87ee926faab66d382b3a955,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,ad1c818605d80c2d6aeabf60426e94a9,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d,133.3,114.3
03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb,100.0,97.4
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,105.7,102.3
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,103.2,106.2
03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8,72.0,116.0
03ac65b9a32fde1e201bfb427f6e41e4,bfef77a3e57907855444410d490e7bfd,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,7ad61d685fab533836df6c4605db1ac2,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,1a6703883f8f47bb4daf09c03be3bda2,134.3,94.1
03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec,107.4,110.4
03ac65b9a32fde1e201bfb427f6e41e4,25b9943b95a816346c06eae76c78a593,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,ef232aca3c330ff4f84215374638d026,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe,102.4,109.3
03ac65b9a32fde1e201bfb427f6e41e4,11beb0ae23e6425510297a31fa21881e,101.2,110.3
03ac65b9a32fde1e201bfb427f6e41e4,1177a5cdd245dc40c6c39bac4df89ce3,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,6ad10958a1d4920dccb1daec39bebd6b,97.6,97.5
03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d,102.0,102.1
03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618,107.7,100.0
03ac65b9a32fde1e201bfb427f6e41e4,a3bac86ad549b2f128a62399d73d6299,114.0,138.1
03ac65b9a32fde1e201bfb427f6e41e4,41c0674725d4cddab004649e9db5a3ce,100.0,129.2
03ac65b9a32fde1e201bfb427f6e41e4,90ba0d1de241290df2e124a5e02d68ef,100.0,133.3
03ac65b9a32fde1e201bfb427f6e41e4,6f6a807d57aae8f651222523dc82dc35,109.8,98.0
03ac65b9a32fde1e201bfb427f6e41e4,fbcda0bcb861e4726ca8871b8965ede4,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,14de632b07100527b0ced12fd4eeffb7,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,1f568a2342e4c375873d49a15e2d4448,127.3,150.0
03ac65b9a32fde1e201bfb427f6e41e4,821887f9a002be16b5f79729fae59e01,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,3d75035d20b173a867d4bf32c8a58f0b,N/A,N/A
03ac65b9a32fde1e201bfb427f6e41e4,31f28da997f1ed51f0f688b9d004b269,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,126.9,103.8
096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,76.6,123.4
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,130.8,112.0
096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,115.7,123.2
096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,80.0,100.0
096e231adad0be6ab1cc89cce56847f8,ed95dff5440fadf3042b5acacea81eed,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,120.7,125.4
096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,109.6,132.9
096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,105.6,88.6
096e231adad0be6ab1cc89cce56847f8,bd45fe7dba52aa2cd00ba80ff107d05b,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,128.2,111.3
096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,129.2,129.2
096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,137.5,114.7
096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,130.4,106.3
096e231adad0be6ab1cc89cce56847f8,5db9c1c8184510fee8161e7fafdc9c49,100.0,92.3
096e231adad0be6ab1cc89cce56847f8,f4a5ca938177c407a9dab5412e39498f,122.6,101.6
096e231adad0be6ab1cc89cce56847f8,1b37fed4823f31ccbf03515f4b9fe438,91.3,91.3
096e231adad0be6ab1cc89cce56847f8,c10b49616a2f4a23607dc1a8be4fde9f,127.1,108.2
096e231adad0be6ab1cc89cce56847f8,d00d552bc4e50f63f9397a74514519ba,80.0,150.0
096e231adad0be6ab1cc89cce56847f8,dd1da128c27db468d95b99b583f8a57d,80.0,100.0
096e231adad0be6ab1cc89cce56847f8,4ef3dae16c436459ff05156abca5cebd,78.6,114.3
096e231adad0be6ab1cc89cce56847f8,618f6d58ab2881152607c2a6e057bc51,114.8,89.1
096e231adad0be6ab1cc89cce56847f8,902362537ff2a39c0c0cfb82ab0adac2,85.7,107.7
096e231adad0be6ab1cc89cce56847f8,e59b921ab3da55f632bc748beb12805a,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,4413c19cf092bda39332d7833c90bfe6,77.3,121.7
096e231adad0be6ab1cc89cce56847f8,bf6ed471f8425903310f08548a206905,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,5cce6ffa455e6372d9de0de400482ab6,88.6,108.6
096e231adad0be6ab1cc89cce56847f8,4dd3d6a51dc97c651d3a86eec4362a1f,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,7027df5d9c51192f3527ac8c74b4d08d,N/A,N/A
096e231adad0be6ab1cc89cce56847f8,d81d912f81fa43178f423aa89a713e96,123.1,134.6
117a5a71c34c2d8a39ff66d884462bd7,5a634567f5022bf46e1c990096fceb9f,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,59c61598abe68e36e2a0f6b24f5344a9,77.8,120.0
117a5a71c34c2d8a39ff66d884462bd7,ade82b71d52bf8ebd00f724b25c87e95,100.0,111.3
117a5a71c34c2d8a39ff66d884462bd7,7a1c1f680a11456d505f05fa70712213,105.0,108.8
117a5a71c34c2d8a39ff66d884462bd7,ffc3716da11461d5337f42c2e9590797,87.0,140.9
117a5a71c34c2d8a39ff66d884462bd7,c4d3f5f09856d59a1ebd1618e137dc57,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,16d76c912992709c8be29b896b8f9417,105.7,102.9
117a5a71c34c2d8a39ff66d884462bd7,71646c64f62c2748740c45b469e0d611,96.3,110.3
117a5a71c34c2d8a39ff66d884462bd7,758bfe4f98e1d0fc26ef37ef7f9688e4,122.2,116.7
117a5a71c34c2d8a39ff66d884462bd7,cf76849b2d40cd089fa8fe823846b717,82.1,110.5
117a5a71c34c2d8a39ff66d884462bd7,2ffe19dc39838eaa55a52d7b2fbd687c,106.3,107.7
117a5a71c34c2d8a39ff66d884462bd7,a05b7a85a87b3c7789bf03ec6de8a132,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,6fd2a56d4457a4617bc4931d6c9f3f31,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,ec1701b0740d49558c0e4292fbcf5d28,130.4,115.2
117a5a71c34c2d8a39ff66d884462bd7,0e35575a0624318cc691947fe700df94,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,355440241677831feb31321e4f47389c,120.0,100.0
117a5a71c34c2d8a39ff66d884462bd7,fe4fc80aa14544264b2eca38dbe85bd1,110.7,94.7
117a5a71c34c2d8a39ff66d884462bd7,5254f09164f6bcfba80a12e595ca4724,101.3,103.8
117a5a71c34c2d8a39ff66d884462bd7,545561642487bf6991898bd62e9c3172,95.0,95.5
117a5a71c34c2d8a39ff66d884462bd7,fde04f931b1efe670ec01ec59424cd20,104.9,76.7
117a5a71c34c2d8a39ff66d884462bd7,682ee02d38c947defb4cf5e30fba6f96,109.2,103.1
117a5a71c34c2d8a39ff66d884462bd7,745fd2a3e78aaceb805e7bc19cf5f126,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,f85a47779c423d73ea3b2aa48c54ff8b,102.6,106.7
117a5a71c34c2d8a39ff66d884462bd7,093587100e2037b5dec3199d77b35e8b,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,ce84530bdb8f4a9e7cf97e14d536b8a0,110.2,113.3
117a5a71c34c2d8a39ff66d884462bd7,24e7fa348c6b922fe075358bdabc0b29,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,d1159a16ddc833d8787756a5b90b9141,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,59fa10b4c9f3cd3cf1048a41966fe24e,112.3,97.5
117a5a71c34c2d8a39ff66d884462bd7,68b4e768ed5b52bf2d2f882ebd051c66,N/A,N/A
117a5a71c34c2d8a39ff66d884462bd7,3d784b11288b827cbd97d6dbcd6602ec,N/A,N/A
